id,player_name,p_code,nationality,c_code,player_url,created_at,updated_at,gender
1984,Thomas Soerensen,tsoer,DEN,DNK,/profile-bio/men/Thomas_Soerensen/,,,M
1985,Renata Diez,rdiez,Brazil,BRA,/profile-bio/women/Renata_Diez/,,,F
1986,Juan-Luis Rascon-Lope,jlras,ESP,ESP,/profile-bio/men/Juan-Luis_Rascon-Lope/,,,M
1987,Kevin Moir,kmoir,RSA,ZAF,/profile-bio/men/Kevin_Moir/,,,M
1988,Steve Herdoiza,sherd,USA,USA,/profile-bio/men/Steve_Herdoiza/,,,M
1989,Ana Larrakoetxea,alarr,Spain,ESP,/profile-bio/women/Ana_Larrakoetxea/,,,F
1992,Bruce Steel,bstee,USA,USA,/profile-bio/men/Bruce_Steel/,,,M
1993,Rita Kowacsics,rkowa,Hungary,HUN,/profile-bio/women/Rita_Kowacsics/,,,F
1996,Marcel Van Der Merwe,mvdme,RSA,ZAF,/profile-bio/men/Marcel_Van_Der_Merwe/,,,M
1997,Luciana Tella,ltell,Brazil,BRA,/profile-bio/women/Luciana_Tella/,,,F
1998,Emile Fourie,efour,RSA,ZAF,/profile-bio/men/Emile_Fourie/,,,M
2000,Nicklas Utgren,nutgr,SWE,SWE,/profile-bio/men/Nicklas_Utgren/,,,M
2001,Cristian Brandi,cbran,ITA,ITA,/profile-bio/men/Cristian_Brandi/,,,M
2002,Jan-Willem Lodder,jwlod,NED,NLD,/profile-bio/men/Jan-Willem_Lodder/,,,M
2003,Haim Zion,hzion,ISR,ISR,/profile-bio/men/Haim_Zion/,,,M
2005,Ian Aler,ialer,USA,USA,/profile-bio/men/Ian_Aler/,,,M
2006,Roland Leissler,rleis,GER,DEU,/profile-bio/men/Roland_Leissler/,,,M
2007,Veerawah Selvam,vselv,MLI,MLI,/profile-bio/men/Veerawah_Selvam/,,,M
2009,Miguel Dungo,mdung,PHI,PHL,/profile-bio/men/Miguel_Dungo/,,,M
2012,Esmir Hoogendoorn,ehoog,Netherlands,NLD,/profile-bio/women/Esmir_Hoogendoorn/,,,F
2014,Yann Lefebvre,ylefe,CAN,CAN,/profile-bio/men/Yann_Lefebvre/,,,M
2015,Quino Munoz,qmuno,ESP,ESP,/profile-bio/men/Quino_Munoz/,,,M
2016,Anton Rapev,arape,BUL,BGR,/profile-bio/men/Anton_Rapev/,,,M
2017,Hui Zhang,hzhan,China,CHN,/profile-bio/women/Hui_Zhang/,,,F
2018,Lisa Albano,lalba_2,United States,USA,/profile-bio/women/Lisa_Albano/,,,F
2019,Kirstin Freye,kfrey,Germany,DEU,/profile-bio/women/Kirstin_Freye/,,,F
2020,Barbara Garassino,bgara,Italy,ITA,/profile-bio/women/Barbara_Garassino/,,,F
2022,Stephane Bonneau,sbonn,CAN,CAN,/profile-bio/men/Stephane_Bonneau/,,,M
2023,Michelle Anderson,mande,South Africa,ZAF,/profile-bio/women/Michelle_Anderson/,,,F
2024,Sammy Giammalva Jr.,sgiam2,USA,USA,/profile-bio/men/Sammy_Giammalva_Jr./,,,M
2025,Shelley Bartlett,sbart,United States,USA,/profile-bio/women/Shelley_Bartlett/,,,F
2026,Nouhoun Sangare,nsang,CIV,XXX,/profile-bio/men/Nouhoun_Sangare/,,,M
2027,Tanja Weigl,tweig,Germany,DEU,/profile-bio/women/Tanja_Weigl/,,,F
2029,Michael Kupferschmid,mkupf,GER,DEU,/profile-bio/men/Michael_Kupferschmid/,,,M
2030,Gary Stewart,gstew,GBR,XXX,/profile-bio/men/Gary_Stewart/,,,M
2032,Jin-Sun Yoo,jsyoo,KOR,XXX,/profile-bio/men/Jin-Sun_Yoo/,,,M
2033,Jo Louis,jloui,United Kingdom,GBR,/profile-bio/women/Jo_Louis/,,,F
2034,Farouk Marcos,fmarc,MEX,MEX,/profile-bio/men/Farouk_Marcos/,,,M
2035,Yannos Hadjigeorgiou,yhadj,CYP,CYP,/profile-bio/men/Yannos_Hadjigeorgiou/,,,M
2036,Luciana Della Casa,ldell,Brazil,BRA,/profile-bio/women/Luciana_Della_Casa/,,,F
2038,Viktor Nagy,vnagy,HUN,HUN,/profile-bio/men/Viktor_Nagy/,,,M
2040,Marko Ostoja,mosto,CRO,HRV,/profile-bio/men/Marko_Ostoja/,,,M
2041,Stefan Dallwitz,sdall_2,MEX,MEX,/profile-bio/men/Stefan_Dallwitz/,,,M
2043,Patrik Wennberg,pwenn,SWE,SWE,/profile-bio/men/Patrik_Wennberg/,,,M
2045,Odair Santos,osant,BRA,BRA,/profile-bio/men/Odair_Santos/,,,M
2047,Julio Goes,jgoes,BRA,BRA,/profile-bio/men/Julio_Goes/,,,M
2050,John Gibson,jgibs,AUS,AUS,/profile-bio/men/John_Gibson/,,,M
2051,Matthias Frisk,mfris,SWE,SWE,/profile-bio/men/Matthias_Frisk/,,,M
2053,Tomas Weindorfer,twein,AUT,AUT,/profile-bio/men/Tomas_Weindorfer/,,,M
2055,Brandon Walters,bwalt,USA,USA,/profile-bio/men/Brandon_Walters/,,,M
2058,Jaroslav Bulant,jbula,CZE,CZE,/profile-bio/men/Jaroslav_Bulant/,,,M
2059,Anand Amritraj,aamri,IND,IND,/profile-bio/men/Anand_Amritraj/,,,M
2060,Elizma Nortje,enort,Namibia,NAM,/profile-bio/women/Elizma_Nortje/,,,F
2062,Jean-Francois Mathieu,jfmat,CAN,CAN,/profile-bio/men/Jean-Francois_Mathieu/,,,M
2063,Li-Wu Zhang,lwzha,CHN,CHN,/profile-bio/men/Li-Wu_Zhang/,,,M
2065,Serge Soulie,ssoul,FRA,FRA,/profile-bio/men/Serge_Soulie/,,,M
2066,Floriano Salvoni,fsalv,ITA,ITA,/profile-bio/men/Floriano_Salvoni/,,,M
2067,John Stimpson,jstim,USA,USA,/profile-bio/men/John_Stimpson/,,,M
2068,Paula Boccia,pbocc,Argentina,ARG,/profile-bio/women/Paula_Boccia/,,,F
2069,Omar Urbinati,ourbi,ITA,ITA,/profile-bio/men/Omar_Urbinati/,,,M
2070,Dean Botha,dboth,RSA,ZAF,/profile-bio/men/Dean_Botha/,,,M
2071,Edson Raw,eraw,BRA,BRA,/profile-bio/men/Edson_Raw/,,,M
2072,Branko Horvat,bhorv,CRO,HRV,/profile-bio/men/Branko_Horvat/,,,M
2074,Desmond Tyson,dtyso,AUS,AUS,/profile-bio/men/Desmond_Tyson/,,,M
2075,Richard Wihlborg,rwihl,SWE,SWE,/profile-bio/men/Richard_Wihlborg/,,,M
2076,Julian Stamatov,jstam,BUL,BGR,/profile-bio/men/Julian_Stamatov/,,,M
2078,Chi-Wan Kim,cwkim,KOR,XXX,/profile-bio/men/Chi-Wan_Kim/,,,M
2079,Milko Petkov,mpetk,BUL,BGR,/profile-bio/men/Milko_Petkov/,,,M
2081,Jorge Vila,jvila,ESP,ESP,/profile-bio/men/Jorge_Vila/,,,M
2082,Hana Fukarkova,hfuka,Czech Republic,CZE,/profile-bio/women/Hana_Fukarkova/,,,F
2083,Nevio Devide,ndevi_2,ITA,ITA,/profile-bio/men/Nevio_Devide/,,,M
2084,Mattias Mander,mmand,GER,DEU,/profile-bio/men/Mattias_Mander/,,,M
2086,Filip Dewulf,fdewu_2,BEL,BEL,/profile-bio/men/Filip_Dewulf/,,,M
2087,David Pollack,dpoll,USA,USA,/profile-bio/men/David_Pollack/,,,M
2089,Martin Zumpft,mzump,GER,DEU,/profile-bio/men/Martin_Zumpft/,,,M
2090,Aleco Preovolas,apreo,USA,USA,/profile-bio/men/Aleco_Preovolas/,,,M
2091,Tosporn Summa,tsumm_2,Thailand,THA,/profile-bio/women/Tosporn_Summa/,,,F
2092,Laura Randmaa,lrand,Canada,CAN,/profile-bio/women/Laura_Randmaa/,,,F
2093,Shigeyuki Nishio,snish,JPN,JPN,/profile-bio/men/Shigeyuki_Nishio/,,,M
2094,Enrique Perez-Cassarino,epere,URU,URY,/profile-bio/men/Enrique_Perez-Cassarino/,,,M
2097,Tania Couto,tcout,Portugal,PRT,/profile-bio/women/Tania_Couto/,,,F
2100,Mary Norwood,mnorw,United States,USA,/profile-bio/women/Mary_Norwood/,,,F
2101,Daniele Balducci,dbald,ITA,ITA,/profile-bio/men/Daniele_Balducci/,,,M
2102,Schalk Van Der Merwe,svdme,RSA,ZAF,/profile-bio/men/Schalk_Van_Der_Merwe/,,,M
2104,Hendrik Jan Davids,hjand,NED,NLD,/profile-bio/men/Hendrik_Jan_Davids/,,,M
2106,Marco Mencaglia,mmenc,ITA,ITA,/profile-bio/men/Marco_Mencaglia/,,,M
2109,Mike Oosterveen,moost_2,NED,NLD,/profile-bio/men/Mike_Oosterveen/,,,M
2111,Paolo Bardessa,pbard,ITA,ITA,/profile-bio/men/Paolo_Bardessa/,,,M
2113,Carlos Oliveira,coliv,BRA,BRA,/profile-bio/men/Carlos_Oliveira/,,,M
2114,Jose Daher,jdahe,BRA,BRA,/profile-bio/men/Jose_Daher/,,,M
2115,Alfredo Rivera,arive,CHI,CHL,/profile-bio/men/Alfredo_Rivera/,,,M
2116,Massimiliano Benedetti,mbene,ITA,ITA,/profile-bio/men/Massimiliano_Benedetti/,,,M
2117,Avi Fadlun,afadl,ISR,ISR,/profile-bio/men/Avi_Fadlun/,,,M
2118,Hassan El Arousy,helar,EGY,EGY,/profile-bio/men/Hassan_El_Arousy/,,,M
2119,Arafa Chekrouni,achek,MAR,MAR,/profile-bio/men/Arafa_Chekrouni/,,,M
2120,David Lomicky,dlomi,USA,USA,/profile-bio/men/David_Lomicky/,,,M
2122,Axelle Thomas,athom_2,France,FRA,/profile-bio/women/Axelle_Thomas/,,,F
2123,Zuzana Witzova,zwitz,Czech Republic,CZE,/profile-bio/women/Zuzana_Witzova/,,,F
2124,Ana Segura,asegu,Spain,ESP,/profile-bio/women/Ana_Segura/,,,F
2125,Stefan Fueg,sfueg,GER,DEU,/profile-bio/men/Stefan_Fueg/,,,M
2126,Tasos Bavelas,tbave,GRE,GRC,/profile-bio/men/Tasos_Bavelas/,,,M
2128,Paolo Pambianco,ppamb,ITA,ITA,/profile-bio/men/Paolo_Pambianco/,,,M
2129,Valerio Boccitto,vbocc,VEN,XXX,/profile-bio/men/Valerio_Boccitto/,,,M
2130,Raviv Weidenfeld,rweid,ISR,ISR,/profile-bio/men/Raviv_Weidenfeld/,,,M
2131,Johan Sandberg,jsand,SWE,SWE,/profile-bio/men/Johan_Sandberg/,,,M
2133,T.J. Middleton,tmidd,USA,USA,/profile-bio/men/T.J._Middleton/,,,M
2134,Steve DeVries,sdevr,USA,USA,/profile-bio/men/Steve_DeVries/,,,M
2137,Marco Sitepu,msite,INA,IDN,/profile-bio/men/Marco_Sitepu/,,,M
2139,Jean-Marie Lozano,jmloz,United States,USA,/profile-bio/women/Jean-Marie_Lozano/,,,F
2140,Charles Beckman,cbeck,USA,USA,/profile-bio/men/Charles_Beckman/,,,M
2142,Stefan Eriksson,serik,SWE,SWE,/profile-bio/men/Stefan_Eriksson/,,,M
2143,Stefano Mezzadri,smezz,SUI,CHE,/profile-bio/men/Stefano_Mezzadri/,,,M
2147,Guillaume Marx,gmarx,FRA,FRA,/profile-bio/men/Guillaume_Marx/,,,M
2150,Carlos Bustos,cbust,USA,USA,/profile-bio/men/Carlos_Bustos/,,,M
2152,Michael Karbacher,mkarb,GER,DEU,/profile-bio/men/Michael_Karbacher/,,,M
2154,Cristiane Tassi,ctass,Brazil,BRA,/profile-bio/women/Cristiane_Tassi/,,,F
2155,Anna Foldenyi,afold,Hungary,HUN,/profile-bio/women/Anna_Foldenyi/,,,F
2156,Gustavo Merbilhaa,gmerb,ARG,ARG,/profile-bio/men/Gustavo_Merbilhaa/,,,M
2157,Howard Herr,hherr,RSA,ZAF,/profile-bio/men/Howard_Herr/,,,M
2159,Catherine Barclay-Reitz,cbarc_2,Australia,AUS,/profile-bio/women/Catherine_Barclay-Reitz/,,,F
2160,Donnie Isaak,disaa,USA,USA,/profile-bio/men/Donnie_Isaak/,,,M
2161,Linda Wild,lwild,United States,USA,/profile-bio/women/Linda_Wild/,,,F
2165,Paul Martins,pmart_2,BRA,BRA,/profile-bio/men/Paul_Martins/,,,M
2167,Kimmo Hurme,khurm,FIN,FIN,/profile-bio/men/Kimmo_Hurme/,,,M
2168,Kaoru Maruyama,kmaru,JPN,JPN,/profile-bio/men/Kaoru_Maruyama/,,,M
2169,Lorenza Jachia,ljach,Italy,ITA,/profile-bio/women/Lorenza_Jachia/,,,F
2170,Igor Saric,isari,CRO,HRV,/profile-bio/men/Igor_Saric/,,,M
2172,Thomas Prerovsky,tprer,AUT,AUT,/profile-bio/men/Thomas_Prerovsky/,,,M
2175,Otis Smith,osmit,USA,USA,/profile-bio/men/Otis_Smith/,,,M
2176,Jose Ramon Roca,jramo,ESP,ESP,/profile-bio/men/Jose_Ramon_Roca/,,,M
2177,Wieslaw Gasiorek,wgasi,POL,POL,/profile-bio/men/Wieslaw_Gasiorek/,,,M
2178,Patrick Flynn,pflyn,AUS,AUS,/profile-bio/men/Patrick_Flynn/,,,M
2179,Emilio Benfele Alvarez,ebalv,ESP,ESP,/profile-bio/men/Emilio_Benfele_Alvarez/,,,M
2180,Yael Segal,ysega,Israel,ISR,/profile-bio/women/Yael_Segal/,,,F
2182,Annika Narbe,anarb,Sweden,SWE,/profile-bio/women/Annika_Narbe/,,,F
2183,Robert Phillips,rphil,USA,USA,/profile-bio/men/Robert_Phillips/,,,M
2185,Rosa Bielsa,rbiel,Spain,ESP,/profile-bio/women/Rosa_Bielsa/,,,F
2186,Karin Dallwitz,kdall,Mexico,MEX,/profile-bio/women/Karin_Dallwitz/,,,F
2187,Gabriela Mosca,gmosc,Argentina,ARG,/profile-bio/women/Gabriela_Mosca/,,,F
2190,Nandan Bal,nbal,IND,IND,/profile-bio/men/Nandan_Bal/,,,M
2192,Bonit Wiryawan,bwiry,INA,IDN,/profile-bio/men/Bonit_Wiryawan/,,,M
2193,Brett Buffington,bbuff,USA,USA,/profile-bio/men/Brett_Buffington/,,,M
2194,Ruth Seeman,rseem,New Zealand,NZL,/profile-bio/women/Ruth_Seeman/,,,F
2197,Alain Schott,ascho,FRA,FRA,/profile-bio/men/Alain_Schott/,,,M
2198,Nick Jones,njone,GBR,XXX,/profile-bio/men/Nick_Jones/,,,M
2200,Victor Lopez,vlope,ESP,ESP,/profile-bio/men/Victor_Lopez/,,,M
2203,Tanakorn Srichaphan,tsric,THA,THA,/profile-bio/men/Tanakorn_Srichaphan/,,,M
2204,Ed Ross,eross_3,USA,USA,/profile-bio/men/Ed_Ross/,,,M
2207,Brad Koontz,bkoon,USA,USA,/profile-bio/men/Brad_Koontz/,,,M
2208,Razvan Itu,ritu,ROU,ROM,/profile-bio/men/Razvan_Itu/,,,M
2210,Mark Jacobson,mjaco,USA,USA,/profile-bio/men/Mark_Jacobson/,,,M
2211,Denys Maasdorp,dmaas,RSA,ZAF,/profile-bio/men/Denys_Maasdorp/,,,M
2212,Lea Antonoplis-Inoye,lanto_2,United States,USA,/profile-bio/women/Lea_Antonoplis-Inoye/,,,F
2213,Karim Strohmeier,kstro,Peru,PER,/profile-bio/women/Karim_Strohmeier/,,,F
2214,Katalin Darvas,kdarv,Hungary,HUN,/profile-bio/women/Katalin_Darvas/,,,F
2215,Orawan Thampensri,otham_2,Thailand,THA,/profile-bio/women/Orawan_Thampensri/,,,F
2216,Nora Bajchikova,nbajc,Czech Republic,CZE,/profile-bio/women/Nora_Bajchikova/,,,F
2218,Ivo Werner,iwern_2,GER,DEU,/profile-bio/men/Ivo_Werner/,,,M
2220,Gerald Marzenell,gmarz,GER,DEU,/profile-bio/men/Gerald_Marzenell/,,,M
2221,Bertrand Lacombe,blaco,HAI,HTI,/profile-bio/men/Bertrand_Lacombe/,,,M
2222,Jose Antonio Fernandez,jafer,CHI,CHL,/profile-bio/men/Jose_Antonio_Fernandez/,,,M
2228,Shoji Katoh,skato,JPN,JPN,/profile-bio/men/Shoji_Katoh/,,,M
2229,Kazuko Ito,kito,Japan,JPN,/profile-bio/women/Kazuko_Ito/,,,F
2231,Chuck Swayne,csway,USA,USA,/profile-bio/men/Chuck_Swayne/,,,M
2232,Rolf Hertzog,rhert,SUI,CHE,/profile-bio/men/Rolf_Hertzog/,,,M
2234,Christian Guhl,cguhl,GER,DEU,/profile-bio/men/Christian_Guhl/,,,M
2235,Marcelo Ferlin,mferl,BRA,BRA,/profile-bio/men/Marcelo_Ferlin/,,,M
2237,Eiji Takeuchi,etake,JPN,JPN,/profile-bio/men/Eiji_Takeuchi/,,,M
2239,Frank Rieker,friek,GER,DEU,/profile-bio/men/Frank_Rieker/,,,M
2240,Andras Lanyi,alany,HUN,HUN,/profile-bio/men/Andras_Lanyi/,,,M
2241,Young Min Kwon,ymink,KOR,XXX,/profile-bio/men/Young_Min_Kwon/,,,M
2242,Jason Sher,jsher,RSA,ZAF,/profile-bio/men/Jason_Sher/,,,M
2243,Haruo Nakano,hnaka_2,JPN,JPN,/profile-bio/men/Haruo_Nakano/,,,M
2247,Limor Zaltz,lzalt,Israel,ISR,/profile-bio/women/Limor_Zaltz/,,,F
2248,Hugo Nunez,hnune,ECU,ECU,/profile-bio/men/Hugo_Nunez/,,,M
2249,Horacio Matta,hmatt,CHI,CHL,/profile-bio/men/Horacio_Matta/,,,M
2250,Sumara Passos,spass,Brazil,BRA,/profile-bio/women/Sumara_Passos/,,,F
2253,Willi Otten,wotte,GER,DEU,/profile-bio/men/Willi_Otten/,,,M
2255,Rick Kepler,rkepl,USA,USA,/profile-bio/men/Rick_Kepler/,,,M
2256,Sascha Nensel,snens,GER,DEU,/profile-bio/men/Sascha_Nensel/,,,M
2258,Marcelo Rebolledo,mrebo,CHI,CHL,/profile-bio/men/Marcelo_Rebolledo/,,,M
2259,Nick Barone,nbaro,USA,USA,/profile-bio/men/Nick_Barone/,,,M
2260,Caroline Schuck,cschu,Brazil,BRA,/profile-bio/women/Caroline_Schuck/,,,F
2262,Oscar Ortiz,oorti,MEX,MEX,/profile-bio/men/Oscar_Ortiz/,,,M
2263,Robert Kresberg,rkres,USA,USA,/profile-bio/men/Robert_Kresberg/,,,M
2266,Penny Mager,pmage,United States,USA,/profile-bio/women/Penny_Mager/,,,F
2267,Jose Enrique Hernandez,jenri,MEX,MEX,/profile-bio/men/Jose_Enrique_Hernandez/,,,M
2268,Ron Ward,rward,USA,USA,/profile-bio/men/Ron_Ward/,,,M
2272,Nicole Bradtke,nbrad,Australia,AUS,/profile-bio/women/Nicole_Bradtke/,,,F
2273,Gustavo Garetto,ggare,ARG,ARG,/profile-bio/men/Gustavo_Garetto/,,,M
2274,Tjerk Bogtstra,tbogt,NED,NLD,/profile-bio/men/Tjerk_Bogtstra/,,,M
2275,Rohit Rajpal,rrajp,IND,IND,/profile-bio/men/Rohit_Rajpal/,,,M
2276,Givaldo Barbosa,gbarb,BRA,BRA,/profile-bio/men/Givaldo_Barbosa/,,,M
2277,Mark Leschly,mlesc,DEN,DNK,/profile-bio/men/Mark_Leschly/,,,M
2278,Luke Leighton,lleig,AUS,AUS,/profile-bio/men/Luke_Leighton/,,,M
2279,Christoph Sr Muller,csrmu,GER,DEU,/profile-bio/men/Christoph_Sr_Muller/,,,M
2280,Bettina Bunge,bbung,Germany,DEU,/profile-bio/women/Bettina_Bunge/,,,F
2281,Karine Quentrec Eagle,kqeag,France,FRA,/profile-bio/women/Karine_Quentrec_Eagle/,,,F
2282,Eugenio Rossi,eross_4,ITA,ITA,/profile-bio/men/Eugenio_Rossi/,,,M
2283,Michael Bleicher,mblei,GER,DEU,/profile-bio/men/Michael_Bleicher/,,,M
2285,Amy Alcini,aalci,United States,USA,/profile-bio/women/Amy_Alcini/,,,F
2289,David Harris,dharr,GBR,XXX,/profile-bio/men/David_Harris/,,,M
2292,Stephanie Mayorkis,smayo,Brazil,BRA,/profile-bio/women/Stephanie_Mayorkis/,,,F
2294,Bing Chao Lin,bchao,TPE,XXX,/profile-bio/men/Bing_Chao_Lin/,,,M
2295,Maria Jose Llorca,mjllo,Spain,ESP,/profile-bio/women/Maria_Jose_Llorca/,,,F
2296,Alex Rouse,arous,GBR,XXX,/profile-bio/men/Alex_Rouse/,,,M
2297,Ricardo Acioly,racio,BRA,BRA,/profile-bio/men/Ricardo_Acioly/,,,M
2298,Jonas Svensson,jsven,SWE,SWE,/profile-bio/men/Jonas_Svensson/,,,M
2299,Margarita Vaquero,mvaqu,Spain,ESP,/profile-bio/women/Margarita_Vaquero/,,,F
2300,Ivana Jankovska,ijank,Czech Republic,CZE,/profile-bio/women/Ivana_Jankovska/,,,F
2302,Jake Martyn,jmart_2,GBR,XXX,/profile-bio/men/Jake_Martyn/,,,M
2304,German Puentes,gpuen_2,ESP,ESP,/profile-bio/men/German_Puentes/,,,M
2306,Pat Emmett,pemme,USA,USA,/profile-bio/men/Pat_Emmett/,,,M
2307,Vincent Baudat,vbaud,FRA,FRA,/profile-bio/men/Vincent_Baudat/,,,M
2308,Mitchell Bridge,mbrid,USA,USA,/profile-bio/men/Mitchell_Bridge/,,,M
2309,Alfonso Mora,amora,VEN,XXX,/profile-bio/men/Alfonso_Mora/,,,M
2310,David Ison,dison,GBR,XXX,/profile-bio/men/David_Ison/,,,M
2312,Bernardo Mota,bmota,POR,PRT,/profile-bio/men/Bernardo_Mota/,,,M
2315,Cliff Retief,creti,RSA,ZAF,/profile-bio/men/Cliff_Retief/,,,M
2316,Anna Mirza,amirz,XXX,XXX,/profile-bio/women/Anna_Mirza/,,,F
2317,Damir Buljevic,dbulj,CRO,HRV,/profile-bio/men/Damir_Buljevic/,,,M
2319,Marcello Bassanelli,mbass,ITA,ITA,/profile-bio/men/Marcello_Bassanelli/,,,M
2323,Sylvia Stefkova,sstef,Czech Republic,CZE,/profile-bio/women/Sylvia_Stefkova/,,,F
2324,Kim Warwick,kwarw,AUS,AUS,/profile-bio/men/Kim_Warwick/,,,M
2326,Tom Wangelin,twang,USA,USA,/profile-bio/men/Tom_Wangelin/,,,M
2327,Robert Janecek,rjane,CAN,CAN,/profile-bio/men/Robert_Janecek/,,,M
2329,Robert Van't Hof,rvan,USA,XXX,/profile-bio/men/Robert_Van,,,M
2330,Ahmed El Mehelmy,aelme,EGY,EGY,/profile-bio/men/Ahmed_El_Mehelmy/,,,M
2331,Ulices Cerda,ucerd,CHI,CHL,/profile-bio/men/Ulices_Cerda/,,,M
2333,Clavdio Galoppini,cgalo,ESP,ESP,/profile-bio/men/Clavdio_Galoppini/,,,M
2334,Anders Haaseth,ahaas,NOR,NOR,/profile-bio/men/Anders_Haaseth/,,,M
2336,Adriana Villagran-Reami,avill_2,Argentina,ARG,/profile-bio/women/Adriana_Villagran-Reami/,,,F
2338,Yassine Lalaoui,ylala,MAR,MAR,/profile-bio/men/Yassine_Lalaoui/,,,M
2339,Suharyadi Suharyadi,ssuha,INA,IDN,/profile-bio/men/Suharyadi_Suharyadi/,,,M
2341,Martin Barba,mbarb_2,USA,USA,/profile-bio/men/Martin_Barba/,,,M
2342,Adam Kework,akewo,USA,USA,/profile-bio/men/Adam_Kework/,,,M
2343,Nicolletta Iaccarino,niacc,Italy,ITA,/profile-bio/women/Nicolletta_Iaccarino/,,,F
2344,Mike De Palmer,mdepa,USA,USA,/profile-bio/men/Mike_De_Palmer/,,,M
2345,Marco Filippeschi,mfili_2,ITA,ITA,/profile-bio/men/Marco_Filippeschi/,,,M
2346,Mika Hedman,mhedm,FIN,FIN,/profile-bio/men/Mika_Hedman/,,,M
2347,Nicklas Kroon,nkroo_2,SWE,SWE,/profile-bio/men/Nicklas_Kroon/,,,M
2348,Mark Hlawaty,mhlaw,AUS,AUS,/profile-bio/men/Mark_Hlawaty/,,,M
2349,Luis Ruette,lruet,BRA,BRA,/profile-bio/men/Luis_Ruette/,,,M
2351,Corine Bousmans,cbous,Belgium,BEL,/profile-bio/women/Corine_Bousmans/,,,F
2352,Ohad Weinberg,owein,ISR,ISR,/profile-bio/men/Ohad_Weinberg/,,,M
120,John Mwalongo,jmwal,ZAM,ZMB,/profile-bio/men/John_Mwalongo/,,,M
212,Segun Akinloye,sakin,NGR,NGA,/profile-bio/men/Segun_Akinloye/,,,M
474,Yakubu Suleiman,ysule,NGR,NGA,/profile-bio/men/Yakubu_Suleiman/,,,M
725,Abdelhak Hameurlaine,ahame,ALG,DZA,/profile-bio/men/Abdelhak_Hameurlaine/,,,M
823,Chinedu-Thomas Nweje,ctnwe,NGR,NGA,/profile-bio/men/Chinedu-Thomas_Nweje/,,,M
994,Gerard Gbedey,ggbed,TOG,TGO,/profile-bio/men/Gerard_Gbedey/,,,M
1023,Kodzo Apeti,kapet,TOG,TGO,/profile-bio/men/Kodzo_Apeti/,,,M
1160,Sadiq Abdullahi,sabdu,NGR,NGA,/profile-bio/men/Sadiq_Abdullahi/,,,M
1215,Peter Orwa,porwa,NGR,NGA,/profile-bio/men/Peter_Orwa/,,,M
1259,Sunday Ogundele,sogun,NGR,NGA,/profile-bio/men/Sunday_Ogundele/,,,M
1431,Moncef Zehar,mzeha,ALG,DZA,/profile-bio/men/Moncef_Zehar/,,,M
2205,Steven Kangwa,skang,ZAM,ZMB,/profile-bio/men/Steven_Kangwa/,,,M
2322,Emeka Elechi,eelec,NGR,NGA,/profile-bio/men/Emeka_Elechi/,,,M
1326,Andre Agassi,aagas,USA,USA,/profile-bio/men/Andre_Agassi/,,2016-01-12 00:32:08.182897,M
423,Adam Anderson,aande,AUS,AUS,/profile-bio/men/Adam_Anderson/,,2016-01-12 00:31:35.042736,M
171,Alex Antonitsch,aanto,AUT,AUT,/profile-bio/men/Alex_Antonitsch/,,2016-01-12 00:31:26.281058,M
173,Alberto Berasategui,abera,ESP,ESP,/profile-bio/men/Alberto_Berasategui/,,2016-01-12 00:31:26.365075,M
930,Arnaud Boetsch,aboet,FRA,FRA,/profile-bio/men/Arnaud_Boetsch/,,2016-01-12 00:31:53.370525,M
732,Andrew Burrow,aburr,RSA,ZAF,/profile-bio/men/Andrew_Burrow/,,2016-01-12 00:31:45.965231,M
486,Ann Devries,adevr,Belgium,BEL,/profile-bio/women/Ann_Devries/,,2016-01-12 00:31:37.539203,F
1098,Amy Frazier,afraz,United States,USA,/profile-bio/women/Amy_Frazier/,,2016-01-12 00:31:59.731824,F
867,Andrea Gaudenzi,agaud,ITA,ITA,/profile-bio/men/Andrea_Gaudenzi/,,2016-01-12 00:31:50.89776,M
1330,Andres Gomez,agome,ECU,ECU,/profile-bio/men/Andres_Gomez/,,2016-01-12 00:32:08.278944,M
1190,Amanda Grunfeld,agrun,United Kingdom,GBR,/profile-bio/women/Amanda_Grunfeld/,,2016-01-12 00:32:02.924444,F
923,Anke Huber,ahube,Germany,DEU,/profile-bio/women/Anke_Huber/,,2016-01-12 00:31:53.082637,F
832,Amy Jonsson,ajons,Norway,NOR,/profile-bio/women/Amy_Jonsson/,,2016-01-12 00:31:49.769625,F
166,Andrew Kratzmann,akrat,AUS,AUS,/profile-bio/men/Andrew_Kratzmann/,,2016-01-12 00:31:26.089075,M
745,Alberto Mancini,albmanc,ARG,ARG,/profile-bio/men/Alberto_Mancini/,,2016-01-12 00:31:46.384987,M
1156,Andreas Lesch,alesc,GER,DEU,/profile-bio/men/Andreas_Lesch/,,2016-01-12 00:32:01.820225,M
1020,Amos Mansdorf,amans,ISR,ISR,/profile-bio/men/Amos_Mansdorf/,,2016-01-12 00:31:56.851294,M
375,Andreas Maurer,amaur,GER,DEU,/profile-bio/men/Andreas_Maurer/,,2016-01-12 00:31:33.230217,M
1288,Ashley Naumann,anaum,AUS,AUS,/profile-bio/men/Ashley_Naumann/,,2016-01-12 00:32:06.802739,M
1111,Andrew Castle,ancast,GBR,GBR,/profile-bio/men/Andrew_Castle/,,2016-01-12 00:32:00.187887,M
